"";"Combustivel";"Model";"Region";"ModelCode";"mad";"MCS_pValue";"Critical"
"1154";"Ethanol";"VECM2";"R65";"E_VECM2_R65";0,02175;0,8161;"*"
"1155";"Ethanol";"M1";"R65";"E_M1_R65";0,02333;0,4128;"*"
"1156";"Ethanol";"M12";"R65";"E_M12_R65";0,02964;0;NA
"1157";"Ethanol";"M13";"R65";"E_M13_R65";0,03821;0;NA
"1158";"Ethanol";"M14";"R65";"E_M14_R65";0,02977;0;NA
"1159";"Ethanol";"M15";"R65";"E_M15_R65";0,03613;0;NA
"1160";"Ethanol";"M16";"R65";"E_M16_R65";0,0215;0,9788;"*"
"1161";"Ethanol";"M17";"R65";"E_M17_R65";0,02221;0,8161;"*"
"1162";"Ethanol";"M18";"R65";"E_M18_R65";0,02204;0,8161;"*"
"1163";"Ethanol";"M21";"R65";"E_M21_R65";0,02417;0,2553;"*"
"1164";"Ethanol";"M22";"R65";"E_M22_R65";0,02975;0;NA
"1165";"Ethanol";"M23";"R65";"E_M23_R65";0,03729;0;NA
"1166";"Ethanol";"M24";"R65";"E_M24_R65";0,02957;0;NA
"1167";"Ethanol";"M25";"R65";"E_M25_R65";0,0353;0;NA
"1168";"Ethanol";"M26";"R65";"E_M26_R65";0,02207;0,7273;"*"
"1169";"Ethanol";"M27";"R65";"E_M27_R65";0,02249;0,8161;"*"
"1170";"Ethanol";"M28";"R65";"E_M28_R65";0,02174;0,8295;"*"
"1171";"Ethanol";"VECM";"R66";"E_VECM_R66";0,01606;0,1043;"**"
"1172";"Ethanol";"VECM2";"R66";"E_VECM2_R66";0,01589;0,8002;"*"
"1173";"Ethanol";"M1";"R66";"E_M1_R66";0,01875;0;NA
"1174";"Ethanol";"M12";"R66";"E_M12_R66";0,02089;0;NA
"1175";"Ethanol";"M13";"R66";"E_M13_R66";0,0328;0;NA
"1176";"Ethanol";"M14";"R66";"E_M14_R66";0,02043;1e-04;NA
"1177";"Ethanol";"M15";"R66";"E_M15_R66";0,03061;0;NA
"1178";"Ethanol";"M16";"R66";"E_M16_R66";0,01503;0,807;"*"
"1179";"Ethanol";"M17";"R66";"E_M17_R66";0,0152;0,8002;"*"
"1180";"Ethanol";"M18";"R66";"E_M18_R66";0,01556;0,6505;"*"
"1181";"Ethanol";"M21";"R66";"E_M21_R66";0,02054;0;NA
"1182";"Ethanol";"M22";"R66";"E_M22_R66";0,02068;0;NA
"1183";"Ethanol";"M23";"R66";"E_M23_R66";0,03277;0;NA
"1184";"Ethanol";"M24";"R66";"E_M24_R66";0,02045;1e-04;NA
"1185";"Ethanol";"M25";"R66";"E_M25_R66";0,03064;0;NA
"1186";"Ethanol";"M26";"R66";"E_M26_R66";0,01536;0,8002;"*"
"1187";"Ethanol";"M27";"R66";"E_M27_R66";0,01491;1;"*"
"1188";"Ethanol";"M28";"R66";"E_M28_R66";0,01624;0,1918;"**"
"1189";"Ethanol";"VECM";"R67";"E_VECM_R67";0,01684;0,4894;"*"
"1190";"Ethanol";"VECM2";"R67";"E_VECM2_R67";0,01663;0,7975;"*"
"1191";"Ethanol";"M1";"R67";"E_M1_R67";0,01669;0,6599;"*"
"1192";"Ethanol";"M12";"R67";"E_M12_R67";0,02134;2e-04;NA
"1193";"Ethanol";"M13";"R67";"E_M13_R67";0,02594;0;NA
"1194";"Ethanol";"M14";"R67";"E_M14_R67";0,02137;3e-04;NA
"1195";"Ethanol";"M15";"R67";"E_M15_R67";0,02359;0;NA
"1196";"Ethanol";"M16";"R67";"E_M16_R67";0,01607;0,8496;"*"
"1197";"Ethanol";"M17";"R67";"E_M17_R67";0,01595;0,9226;"*"
"1198";"Ethanol";"M18";"R67";"E_M18_R67";0,0166;0,4894;"*"
"1199";"Ethanol";"M21";"R67";"E_M21_R67";0,01825;0,0896;NA
"1200";"Ethanol";"M22";"R67";"E_M22_R67";0,02141;0;NA
"1201";"Ethanol";"M23";"R67";"E_M23_R67";0,02572;0;NA
"1202";"Ethanol";"M24";"R67";"E_M24_R67";0,02166;0;NA
"1203";"Ethanol";"M25";"R67";"E_M25_R67";0,02337;0;NA
"1204";"Ethanol";"M26";"R67";"E_M26_R67";0,01588;1;"*"
"1205";"Ethanol";"M27";"R67";"E_M27_R67";0,01699;0,4894;"*"
"1206";"Ethanol";"M28";"R67";"E_M28_R67";0,01695;0,4894;"*"
"1207";"Ethanol";"VECM";"R68";"E_VECM_R68";0,01516;1;"*"
"1208";"Ethanol";"VECM2";"R68";"E_VECM2_R68";0,01519;0,9966;"*"
"1209";"Ethanol";"M1";"R68";"E_M1_R68";0,01717;0,0514;NA
"1210";"Ethanol";"M12";"R68";"E_M12_R68";0,01922;0;NA
"1211";"Ethanol";"M13";"R68";"E_M13_R68";0,02681;0;NA
"1212";"Ethanol";"M14";"R68";"E_M14_R68";0,01888;0,0031;NA
"1213";"Ethanol";"M15";"R68";"E_M15_R68";0,02386;0;NA
"1214";"Ethanol";"M16";"R68";"E_M16_R68";0,0154;0,9966;"*"
"1215";"Ethanol";"M17";"R68";"E_M17_R68";0,01535;0,9966;"*"
"1216";"Ethanol";"M18";"R68";"E_M18_R68";0,01563;0,9465;"*"
"1217";"Ethanol";"M21";"R68";"E_M21_R68";0,01763;0,0675;NA
"1218";"Ethanol";"M22";"R68";"E_M22_R68";0,01911;1e-04;NA
"1219";"Ethanol";"M23";"R68";"E_M23_R68";0,02685;0;NA
"1220";"Ethanol";"M24";"R68";"E_M24_R68";0,01897;0,0018;NA
"1221";"Ethanol";"M25";"R68";"E_M25_R68";0,02401;0;NA
"1222";"Ethanol";"M26";"R68";"E_M26_R68";0,01527;0,9966;"*"
"1223";"Ethanol";"M27";"R68";"E_M27_R68";0,01575;0,9632;"*"
"1224";"Ethanol";"M28";"R68";"E_M28_R68";0,01539;0,9966;"*"
"1225";"Ethanol";"VECM";"R69";"E_VECM_R69";0,01329;0,9108;"*"
"1226";"Ethanol";"VECM2";"R69";"E_VECM2_R69";0,01316;0,9108;"*"
"1227";"Ethanol";"M1";"R69";"E_M1_R69";0,0147;0,0339;NA
"1228";"Ethanol";"M12";"R69";"E_M12_R69";0,01658;0;NA
"1229";"Ethanol";"M13";"R69";"E_M13_R69";0,02379;0;NA
"1230";"Ethanol";"M14";"R69";"E_M14_R69";0,01583;0,0033;NA
"1231";"Ethanol";"M15";"R69";"E_M15_R69";0,02113;0;NA
"1232";"Ethanol";"M16";"R69";"E_M16_R69";0,01315;0,6506;"*"
"1233";"Ethanol";"M17";"R69";"E_M17_R69";0,01306;0,9108;"*"
"1234";"Ethanol";"M18";"R69";"E_M18_R69";0,01268;0,9108;"*"
"1235";"Ethanol";"M21";"R69";"E_M21_R69";0,01518;0,0285;NA
"1236";"Ethanol";"M22";"R69";"E_M22_R69";0,01653;0;NA
"1237";"Ethanol";"M23";"R69";"E_M23_R69";0,0238;0;NA
"1238";"Ethanol";"M24";"R69";"E_M24_R69";0,01589;0,0033;NA
"1239";"Ethanol";"M25";"R69";"E_M25_R69";0,02119;0;NA
"1240";"Ethanol";"M26";"R69";"E_M26_R69";0,01259;1;"*"
"1241";"Ethanol";"M27";"R69";"E_M27_R69";0,01317;0,9108;"*"
"1242";"Ethanol";"M28";"R69";"E_M28_R69";0,01281;0,9108;"*"
"1243";"Ethanol";"VECM";"R70";"E_VECM_R70";0,01469;0,0708;NA
"1244";"Ethanol";"VECM2";"R70";"E_VECM2_R70";0,01448;1;"*"
"1245";"Ethanol";"M1";"R70";"E_M1_R70";0,01788;0,059;NA
"1246";"Ethanol";"M12";"R70";"E_M12_R70";0,02486;0;NA
"1247";"Ethanol";"M13";"R70";"E_M13_R70";0,02972;0;NA
"1248";"Ethanol";"M14";"R70";"E_M14_R70";0,02298;4e-04;NA
"1249";"Ethanol";"M15";"R70";"E_M15_R70";0,02643;0;NA
"1250";"Ethanol";"M16";"R70";"E_M16_R70";0,01604;0,2972;"*"
"1251";"Ethanol";"M17";"R70";"E_M17_R70";0,01629;0,2972;"*"
"1252";"Ethanol";"M18";"R70";"E_M18_R70";0,01651;0,2972;"*"
"1253";"Ethanol";"M21";"R70";"E_M21_R70";0,01851;0,0088;NA
"1254";"Ethanol";"M22";"R70";"E_M22_R70";0,02475;0;NA
"1255";"Ethanol";"M23";"R70";"E_M23_R70";0,02966;0;NA
"1256";"Ethanol";"M24";"R70";"E_M24_R70";0,02307;4e-04;NA
"1257";"Ethanol";"M25";"R70";"E_M25_R70";0,0262;0;NA
"1258";"Ethanol";"M26";"R70";"E_M26_R70";0,01699;0,2883;"*"
"1259";"Ethanol";"M27";"R70";"E_M27_R70";0,01662;0,2901;"*"
"1260";"Ethanol";"M28";"R70";"E_M28_R70";0,01755;0,0708;NA
"1261";"Ethanol";"VECM";"R71";"E_VECM_R71";0,02607;0,0298;NA
"1262";"Ethanol";"VECM2";"R71";"E_VECM2_R71";0,02591;0,0478;NA
"1263";"Ethanol";"M1";"R71";"E_M1_R71";0,02655;0,0069;NA
"1264";"Ethanol";"M12";"R71";"E_M12_R71";0,02692;0,0185;NA
"1265";"Ethanol";"M13";"R71";"E_M13_R71";0,03601;0;NA
"1266";"Ethanol";"M14";"R71";"E_M14_R71";0,02776;0,0035;NA
"1267";"Ethanol";"M15";"R71";"E_M15_R71";0,03418;0;NA
"1268";"Ethanol";"M16";"R71";"E_M16_R71";0,0234;0,2421;"*"
"1269";"Ethanol";"M17";"R71";"E_M17_R71";0,02425;0,0791;NA
"1270";"Ethanol";"M18";"R71";"E_M18_R71";0,02427;0,1471;"**"
"1271";"Ethanol";"M21";"R71";"E_M21_R71";0,02744;8e-04;NA
"1272";"Ethanol";"M22";"R71";"E_M22_R71";0,02681;0,0201;NA
"1273";"Ethanol";"M23";"R71";"E_M23_R71";0,03596;0;NA
"1274";"Ethanol";"M24";"R71";"E_M24_R71";0,02788;0,0026;NA
"1275";"Ethanol";"M25";"R71";"E_M25_R71";0,03415;0;NA
"1276";"Ethanol";"M26";"R71";"E_M26_R71";0,02313;0,4872;"*"
"1277";"Ethanol";"M27";"R71";"E_M27_R71";0,02412;0,1471;"**"
"1278";"Ethanol";"M28";"R71";"E_M28_R71";0,0227;1;"*"
"1279";"Ethanol";"VECM";"R72";"E_VECM_R72";0,01827;0,0029;NA
"1280";"Ethanol";"VECM2";"R72";"E_VECM2_R72";0,01801;0,4109;"*"
"1281";"Ethanol";"M1";"R72";"E_M1_R72";0,01884;0,0078;NA
"1282";"Ethanol";"M12";"R72";"E_M12_R72";0,02008;0,0042;NA
"1283";"Ethanol";"M13";"R72";"E_M13_R72";0,02705;0;NA
"1284";"Ethanol";"M14";"R72";"E_M14_R72";0,02072;0,0054;NA
"1285";"Ethanol";"M15";"R72";"E_M15_R72";0,02596;0;NA
"1286";"Ethanol";"M16";"R72";"E_M16_R72";0,01697;0,4109;"*"
"1287";"Ethanol";"M17";"R72";"E_M17_R72";0,01735;0,4109;"*"
"1288";"Ethanol";"M18";"R72";"E_M18_R72";0,01709;0,4109;"*"
"1289";"Ethanol";"M21";"R72";"E_M21_R72";0,01943;0,0078;NA
"1290";"Ethanol";"M22";"R72";"E_M22_R72";0,01992;0,0055;NA
"1291";"Ethanol";"M23";"R72";"E_M23_R72";0,02722;0;NA
"1292";"Ethanol";"M24";"R72";"E_M24_R72";0,02043;0,0084;NA
"1293";"Ethanol";"M25";"R72";"E_M25_R72";0,02603;0;NA
"1294";"Ethanol";"M26";"R72";"E_M26_R72";0,01642;1;"*"
"1295";"Ethanol";"M27";"R72";"E_M27_R72";0,01774;0,2322;"*"
"1296";"Ethanol";"M28";"R72";"E_M28_R72";0,01723;0,4109;"*"
"1297";"Ethanol";"VECM";"R73";"E_VECM_R73";0,01541;0,3035;"*"
"1298";"Ethanol";"VECM2";"R73";"E_VECM2_R73";0,01528;0,6618;"*"
"1299";"Ethanol";"M1";"R73";"E_M1_R73";0,01632;0,0493;NA
"1300";"Ethanol";"M12";"R73";"E_M12_R73";0,01782;0;NA
"1301";"Ethanol";"M13";"R73";"E_M13_R73";0,0238;0;NA
"1302";"Ethanol";"M14";"R73";"E_M14_R73";0,01743;3e-04;NA
"1303";"Ethanol";"M15";"R73";"E_M15_R73";0,02192;0;NA
"1304";"Ethanol";"M16";"R73";"E_M16_R73";0,01443;0,7403;"*"
"1305";"Ethanol";"M17";"R73";"E_M17_R73";0,01443;0,7403;"*"
"1306";"Ethanol";"M18";"R73";"E_M18_R73";0,01456;0,7242;"*"
"1307";"Ethanol";"M21";"R73";"E_M21_R73";0,01686;0,0238;NA
"1308";"Ethanol";"M22";"R73";"E_M22_R73";0,0178;0;NA
"1309";"Ethanol";"M23";"R73";"E_M23_R73";0,0238;0;NA
"1310";"Ethanol";"M24";"R73";"E_M24_R73";0,01739;5e-04;NA
"1311";"Ethanol";"M25";"R73";"E_M25_R73";0,02192;0;NA
"1312";"Ethanol";"M26";"R73";"E_M26_R73";0,01418;1;"*"
"1313";"Ethanol";"M27";"R73";"E_M27_R73";0,01463;0,7403;"*"
"1314";"Ethanol";"M28";"R73";"E_M28_R73";0,01471;0,6296;"*"
"1315";"Ethanol";"VECM";"R74";"E_VECM_R74";0,01297;0,0556;NA
"1316";"Ethanol";"VECM2";"R74";"E_VECM2_R74";0,01265;0,129;"**"
"1317";"Ethanol";"M1";"R74";"E_M1_R74";0,01264;0,0497;NA
"1318";"Ethanol";"M12";"R74";"E_M12_R74";0,01438;0;NA
"1319";"Ethanol";"M13";"R74";"E_M13_R74";0,01963;0;NA
"1320";"Ethanol";"M14";"R74";"E_M14_R74";0,01438;1e-04;NA
"1321";"Ethanol";"M15";"R74";"E_M15_R74";0,01842;0;NA
"1322";"Ethanol";"M16";"R74";"E_M16_R74";0,01069;1;"*"
"1323";"Ethanol";"M17";"R74";"E_M17_R74";0,01128;0,6859;"*"
"1324";"Ethanol";"M18";"R74";"E_M18_R74";0,01112;0,6859;"*"
"1325";"Ethanol";"M21";"R74";"E_M21_R74";0,01301;0,0291;NA
"1326";"Ethanol";"M22";"R74";"E_M22_R74";0,01448;0;NA
"1327";"Ethanol";"M23";"R74";"E_M23_R74";0,01965;0;NA
"1328";"Ethanol";"M24";"R74";"E_M24_R74";0,01453;0;NA
"1329";"Ethanol";"M25";"R74";"E_M25_R74";0,01839;0;NA
"1330";"Ethanol";"M26";"R74";"E_M26_R74";0,01089;0,6859;"*"
"1331";"Ethanol";"M27";"R74";"E_M27_R74";0,01127;0,6859;"*"
"1332";"Ethanol";"M28";"R74";"E_M28_R74";0,01164;0,129;"**"
"1333";"Ethanol";"VECM";"R75";"E_VECM_R75";0,01357;0,7315;"*"
"1334";"Ethanol";"VECM2";"R75";"E_VECM2_R75";0,0135;0,7315;"*"
"1335";"Ethanol";"M1";"R75";"E_M1_R75";0,01311;0,7315;"*"
"1336";"Ethanol";"M12";"R75";"E_M12_R75";0,01571;7e-04;NA
"1337";"Ethanol";"M13";"R75";"E_M13_R75";0,01981;0;NA
"1338";"Ethanol";"M14";"R75";"E_M14_R75";0,01565;0,0022;NA
"1339";"Ethanol";"M15";"R75";"E_M15_R75";0,01819;0;NA
"1340";"Ethanol";"M16";"R75";"E_M16_R75";0,01242;1;"*"
"1341";"Ethanol";"M17";"R75";"E_M17_R75";0,01281;0,7315;"*"
"1342";"Ethanol";"M18";"R75";"E_M18_R75";0,01293;0,7315;"*"
"1343";"Ethanol";"M21";"R75";"E_M21_R75";0,0136;0,6331;"*"
"1344";"Ethanol";"M22";"R75";"E_M22_R75";0,01587;5e-04;NA
"1345";"Ethanol";"M23";"R75";"E_M23_R75";0,01991;0;NA
"1346";"Ethanol";"M24";"R75";"E_M24_R75";0,01597;7e-04;NA
"1347";"Ethanol";"M25";"R75";"E_M25_R75";0,01837;0;NA
"1348";"Ethanol";"M26";"R75";"E_M26_R75";0,01245;0,9139;"*"
"1349";"Ethanol";"M27";"R75";"E_M27_R75";0,0136;0,2798;"*"
"1350";"Ethanol";"M28";"R75";"E_M28_R75";0,01297;0,7315;"*"
"1351";"Ethanol";"VECM";"R76";"E_VECM_R76";0,01511;0,5696;"*"
"1352";"Ethanol";"VECM2";"R76";"E_VECM2_R76";0,01497;1;"*"
"1353";"Ethanol";"M1";"R76";"E_M1_R76";0,01898;0,001;NA
"1354";"Ethanol";"M12";"R76";"E_M12_R76";0,02011;6e-04;NA
"1355";"Ethanol";"M13";"R76";"E_M13_R76";0,02756;0;NA
"1356";"Ethanol";"M14";"R76";"E_M14_R76";0,0206;5e-04;NA
"1357";"Ethanol";"M15";"R76";"E_M15_R76";0,02702;0;NA
"1358";"Ethanol";"M16";"R76";"E_M16_R76";0,01682;0,5696;"*"
"1359";"Ethanol";"M17";"R76";"E_M17_R76";0,01699;0,5696;"*"
"1360";"Ethanol";"M18";"R76";"E_M18_R76";0,01735;0,5334;"*"
"1361";"Ethanol";"M21";"R76";"E_M21_R76";0,01945;0,001;NA
"1362";"Ethanol";"M22";"R76";"E_M22_R76";0,02006;0,001;NA
"1363";"Ethanol";"M23";"R76";"E_M23_R76";0,02768;0;NA
"1364";"Ethanol";"M24";"R76";"E_M24_R76";0,02073;5e-04;NA
"1365";"Ethanol";"M25";"R76";"E_M25_R76";0,02732;0;NA
"1366";"Ethanol";"M26";"R76";"E_M26_R76";0,01664;0,5696;"*"
"1367";"Ethanol";"M27";"R76";"E_M27_R76";0,01701;0,5696;"*"
"1368";"Ethanol";"M28";"R76";"E_M28_R76";0,01686;0,5696;"*"
"1369";"Ethanol";"VECM";"R77";"E_VECM_R77";0,01264;0,0292;NA
"1370";"Ethanol";"VECM2";"R77";"E_VECM2_R77";0,01239;0,5696;"*"
"1371";"Ethanol";"M1";"R77";"E_M1_R77";0,01305;0,0667;NA
"1372";"Ethanol";"M12";"R77";"E_M12_R77";0,01465;1e-04;NA
"1373";"Ethanol";"M13";"R77";"E_M13_R77";0,01701;0;NA
"1374";"Ethanol";"M14";"R77";"E_M14_R77";0,01609;0;NA
"1375";"Ethanol";"M15";"R77";"E_M15_R77";0,01752;0;NA
"1376";"Ethanol";"M16";"R77";"E_M16_R77";0,01124;0,85;"*"
"1377";"Ethanol";"M17";"R77";"E_M17_R77";0,01243;0,1679;"**"
"1378";"Ethanol";"M18";"R77";"E_M18_R77";0,01139;0,85;"*"
"1379";"Ethanol";"M21";"R77";"E_M21_R77";0,01357;0,0268;NA
"1380";"Ethanol";"M22";"R77";"E_M22_R77";0,01453;4e-04;NA
"1381";"Ethanol";"M23";"R77";"E_M23_R77";0,0169;0;NA
"1382";"Ethanol";"M24";"R77";"E_M24_R77";0,01581;1e-04;NA
"1383";"Ethanol";"M25";"R77";"E_M25_R77";0,01706;0;NA
"1384";"Ethanol";"M26";"R77";"E_M26_R77";0,01113;1;"*"
"1385";"Ethanol";"M27";"R77";"E_M27_R77";0,01246;0,0753;NA
"1386";"Ethanol";"M28";"R77";"E_M28_R77";0,0118;0,5696;"*"
"1387";"Ethanol";"VECM";"R78";"E_VECM_R78";0,02172;0,5879;"*"
"1388";"Ethanol";"VECM2";"R78";"E_VECM2_R78";0,02166;0,5879;"*"
"1389";"Ethanol";"M1";"R78";"E_M1_R78";0,02182;0,4512;"*"
"1390";"Ethanol";"M12";"R78";"E_M12_R78";0,02996;0;NA
"1391";"Ethanol";"M13";"R78";"E_M13_R78";0,03114;0;NA
"1392";"Ethanol";"M14";"R78";"E_M14_R78";0,03114;0;NA
"1393";"Ethanol";"M15";"R78";"E_M15_R78";0,03083;0;NA
"1394";"Ethanol";"M16";"R78";"E_M16_R78";0,02304;0,0592;NA
"1395";"Ethanol";"M17";"R78";"E_M17_R78";0,02163;0,4493;"*"
"1396";"Ethanol";"M18";"R78";"E_M18_R78";0,02254;0,0874;NA
"1397";"Ethanol";"M21";"R78";"E_M21_R78";0,0224;0,4032;"*"
"1398";"Ethanol";"M22";"R78";"E_M22_R78";0,02985;0;NA
"1399";"Ethanol";"M23";"R78";"E_M23_R78";0,03082;0;NA
"1400";"Ethanol";"M24";"R78";"E_M24_R78";0,03077;0;NA
"1401";"Ethanol";"M25";"R78";"E_M25_R78";0,03048;0;NA
"1402";"Ethanol";"M26";"R78";"E_M26_R78";0,02161;0,3008;"*"
"1403";"Ethanol";"M27";"R78";"E_M27_R78";0,02181;0,4512;"*"
"1404";"Ethanol";"M28";"R78";"E_M28_R78";0,02001;1;"*"
"1405";"Ethanol";"VECM";"R79";"E_VECM_R79";0,01875;0,001;NA
"1406";"Ethanol";"VECM2";"R79";"E_VECM2_R79";0,01762;0,0199;NA
"1407";"Ethanol";"M1";"R79";"E_M1_R79";0,01488;0,9225;"*"
"1408";"Ethanol";"M12";"R79";"E_M12_R79";0,01842;0,0021;NA
"1409";"Ethanol";"M13";"R79";"E_M13_R79";0,02135;0;NA
"1410";"Ethanol";"M14";"R79";"E_M14_R79";0,01851;0,0036;NA
"1411";"Ethanol";"M15";"R79";"E_M15_R79";0,01932;4e-04;NA
"1412";"Ethanol";"M16";"R79";"E_M16_R79";0,01491;0,9225;"*"
"1413";"Ethanol";"M17";"R79";"E_M17_R79";0,01456;1;"*"
"1414";"Ethanol";"M18";"R79";"E_M18_R79";0,01511;0,7819;"*"
"1415";"Ethanol";"M21";"R79";"E_M21_R79";0,01595;0,2401;"*"
"1416";"Ethanol";"M22";"R79";"E_M22_R79";0,01833;0,0037;NA
"1417";"Ethanol";"M23";"R79";"E_M23_R79";0,02126;0;NA
"1418";"Ethanol";"M24";"R79";"E_M24_R79";0,01863;0,0015;NA
"1419";"Ethanol";"M25";"R79";"E_M25_R79";0,01943;0;NA
"1420";"Ethanol";"M26";"R79";"E_M26_R79";0,01496;0,9225;"*"
"1421";"Ethanol";"M27";"R79";"E_M27_R79";0,01523;0,6549;"*"
"1422";"Ethanol";"M28";"R79";"E_M28_R79";0,01582;0,0654;NA
"1423";"Ethanol";"VECM";"R80";"E_VECM_R80";0,00964;0,3133;"*"
"1424";"Ethanol";"VECM2";"R80";"E_VECM2_R80";0,00947;1;"*"
"1425";"Ethanol";"M1";"R80";"E_M1_R80";0,01194;0,0544;NA
"1426";"Ethanol";"M12";"R80";"E_M12_R80";0,01415;0,0147;NA
"1427";"Ethanol";"M13";"R80";"E_M13_R80";0,01853;0;NA
"1428";"Ethanol";"M14";"R80";"E_M14_R80";0,01423;0,0053;NA
"1429";"Ethanol";"M15";"R80";"E_M15_R80";0,01754;0;NA
"1430";"Ethanol";"M16";"R80";"E_M16_R80";0,01101;0,242;"*"
"1431";"Ethanol";"M17";"R80";"E_M17_R80";0,0105;0,3133;"*"
"1432";"Ethanol";"M18";"R80";"E_M18_R80";0,01084;0,242;"*"
"1433";"Ethanol";"M21";"R80";"E_M21_R80";0,01185;0,1948;"**"
"1434";"Ethanol";"M22";"R80";"E_M22_R80";0,01419;0,0147;NA
"1435";"Ethanol";"M23";"R80";"E_M23_R80";0,01858;0;NA
"1436";"Ethanol";"M24";"R80";"E_M24_R80";0,01431;0,0051;NA
"1437";"Ethanol";"M25";"R80";"E_M25_R80";0,01748;0;NA
"1438";"Ethanol";"M26";"R80";"E_M26_R80";0,01114;0,242;"*"
"1439";"Ethanol";"M27";"R80";"E_M27_R80";0,01121;0,1948;"**"
"1440";"Ethanol";"M28";"R80";"E_M28_R80";0,01184;0,0977;NA
"1441";"Ethanol";"VECM";"R81";"E_VECM_R81";0,01673;0,0766;NA
"1442";"Ethanol";"VECM2";"R81";"E_VECM2_R81";0,01654;0,3573;"*"
"1443";"Ethanol";"M1";"R81";"E_M1_R81";0,02014;0,0027;NA
"1444";"Ethanol";"M12";"R81";"E_M12_R81";0,01742;0,0037;NA
"1445";"Ethanol";"M13";"R81";"E_M13_R81";0,02852;0;NA
"1446";"Ethanol";"M14";"R81";"E_M14_R81";0,01771;0,0081;NA
"1447";"Ethanol";"M15";"R81";"E_M15_R81";0,02621;0;NA
"1448";"Ethanol";"M16";"R81";"E_M16_R81";0,01469;1;"*"
"1449";"Ethanol";"M17";"R81";"E_M17_R81";0,01533;0,5487;"*"
"1450";"Ethanol";"M18";"R81";"E_M18_R81";0,01513;0,5487;"*"
"1451";"Ethanol";"M21";"R81";"E_M21_R81";0,02094;1e-04;NA
"1452";"Ethanol";"M22";"R81";"E_M22_R81";0,01765;0,0021;NA
"1453";"Ethanol";"M23";"R81";"E_M23_R81";0,02847;0;NA
"1454";"Ethanol";"M24";"R81";"E_M24_R81";0,01817;0,0027;NA
"1455";"Ethanol";"M25";"R81";"E_M25_R81";0,02625;0;NA
"1456";"Ethanol";"M26";"R81";"E_M26_R81";0,01546;0,3573;"*"
"1457";"Ethanol";"M27";"R81";"E_M27_R81";0,01562;0,3654;"*"
"1458";"Ethanol";"M28";"R81";"E_M28_R81";0,01519;0,5487;"*"
"1459";"Ethanol";"VECM";"R82";"E_VECM_R82";0,01463;0,0713;NA
"1460";"Ethanol";"VECM2";"R82";"E_VECM2_R82";0,01448;0,4591;"*"
"1461";"Ethanol";"M1";"R82";"E_M1_R82";0,0146;0,3285;"*"
"1462";"Ethanol";"M12";"R82";"E_M12_R82";0,01656;0,0119;NA
"1463";"Ethanol";"M13";"R82";"E_M13_R82";0,02233;0;NA
"1464";"Ethanol";"M14";"R82";"E_M14_R82";0,01618;0,0742;NA
"1465";"Ethanol";"M15";"R82";"E_M15_R82";0,02021;0;NA
"1466";"Ethanol";"M16";"R82";"E_M16_R82";0,01328;0,8367;"*"
"1467";"Ethanol";"M17";"R82";"E_M17_R82";0,01348;0,8367;"*"
"1468";"Ethanol";"M18";"R82";"E_M18_R82";0,01314;0,8367;"*"
"1469";"Ethanol";"M21";"R82";"E_M21_R82";0,01511;0,0643;NA
"1470";"Ethanol";"M22";"R82";"E_M22_R82";0,01653;0,0146;NA
"1471";"Ethanol";"M23";"R82";"E_M23_R82";0,02202;0;NA
"1472";"Ethanol";"M24";"R82";"E_M24_R82";0,01623;0,0713;NA
"1473";"Ethanol";"M25";"R82";"E_M25_R82";0,01988;0;NA
"1474";"Ethanol";"M26";"R82";"E_M26_R82";0,0136;0,5574;"*"
"1475";"Ethanol";"M27";"R82";"E_M27_R82";0,01422;0,3313;"*"
"1476";"Ethanol";"M28";"R82";"E_M28_R82";0,01309;1;"*"
"1477";"Ethanol";"VECM";"R83";"E_VECM_R83";0,00632;1;"*"
"1478";"Ethanol";"VECM2";"R83";"E_VECM2_R83";0,00649;0,4356;"*"
"1479";"Ethanol";"M1";"R83";"E_M1_R83";0,0105;0;NA
"1480";"Ethanol";"M12";"R83";"E_M12_R83";0,01107;0,0016;NA
"1481";"Ethanol";"M13";"R83";"E_M13_R83";0,01639;0;NA
"1482";"Ethanol";"M14";"R83";"E_M14_R83";0,01075;0,0024;NA
"1483";"Ethanol";"M15";"R83";"E_M15_R83";0,01484;0;NA
"1484";"Ethanol";"M16";"R83";"E_M16_R83";0,00827;0,0306;NA
"1485";"Ethanol";"M17";"R83";"E_M17_R83";0,00835;0,0306;NA
"1486";"Ethanol";"M18";"R83";"E_M18_R83";0,0084;0,0306;NA
"1487";"Ethanol";"M21";"R83";"E_M21_R83";0,01047;0;NA
"1488";"Ethanol";"M22";"R83";"E_M22_R83";0,011;0,0021;NA
"1489";"Ethanol";"M23";"R83";"E_M23_R83";0,01623;0;NA
"1490";"Ethanol";"M24";"R83";"E_M24_R83";0,01077;0,0023;NA
"1491";"Ethanol";"M25";"R83";"E_M25_R83";0,01464;0;NA
"1492";"Ethanol";"M26";"R83";"E_M26_R83";0,00837;0,0306;NA
"1493";"Ethanol";"M27";"R83";"E_M27_R83";0,00851;0,0306;NA
"1494";"Ethanol";"M28";"R83";"E_M28_R83";0,00839;0,0306;NA
"1495";"Ethanol";"VECM";"R84";"E_VECM_R84";0,01632;0,2051;"*"
"1496";"Ethanol";"VECM2";"R84";"E_VECM2_R84";0,01582;0,2051;"*"
